Indomie,Shio,Pack,Indonesia,,,,,1,
Master Kong,Shio,Bowl,China,,,,,1,
Sapporo Ichiban,Shio,Cup,Japan,,,,,1,
n Thai Foods,Shio,Pack,Nepal,,,,,1,
Sapporo Ichiban,Shio,Pack,USA,,,,,1,
Maruchan,other,Bowl,Japan,,,,,1,
Ching's Secret,Shrimp,Pack,India,,,,,1,
Nissin,Shrimp,Pack,Germany,,,,,1,
KOKA,Shrimp,Pack,Singapore,,,,,1,
Nissin,Shrimp,Cup,Mexico,,,,,1,
Love Cook,Shrimp,Pack,Taiwan,,,,,1,
Tseng ,Shrimp,Pack,Taiwan,,,,,1,
Nissin,Shrimp,Pack,Brazil,,,,,1,
Sapporo Ichiban,Shrimp,Cup,Japan,,,,,1,
Nissin,Shrimp,Bowl,Hong Kong,,,,,1,
Wei Lih,Shrimp,Pack,Taiwan,,,,,1,
 ,Shrimp,Pack,Hungary,,,,,1,
Myojo,Shrimp,Pack,Singapore,,,,,1,
Myojo,Shrimp,Pack,Singapore,,,,,1,
Forest ,Shrimp,Pack,Taiwan,,,,,1,
Master Kong,Shrimp,Bowl,China,,,,,1,
Vit's,Shrimp,Pack,Malaysia,,,,,1,
Nissin,Shrimp,Cup,Singapore,,,,,1,
Nissin,Shrimp,Bowl,Singapore,,,,,1,
Nissin,Shrimp,Cup,Singapore,,,,,1,
Osaka,Shrimp,Bowl,USA,,,,,1,
Takamori Kosan,Shrimp,Pack,Japan,,,,,1,
Takamori Kosan,Shrimp,Pack,Japan,,,,,1,
Nissin,Shrimp,Cup,Colombia,,,,,1,
Nongshim,Shrimp,Cup,South Korea,,,,,1,
n Thai Foods,Shrimp,Pack,Nepal,,,,,1,
Shio,Shrimp,Bowl,Thailand,,,,,1,
Sempio,Shrimp,Bowl,South Korea,,,,,1,
Indomie,Shrimp,Pack,Indonesia,,,,,1,
Dragonfly,Shrimp,Pack,China,,,,,1,
Pot ,Shrimp,Cup,UK,,,,,1,
Nongshim,Shrimp,Cup,South Korea,,,,,1,
Batchelors,Shrimp,Pack,UK,,,,,1,
Menraku,Shrimp,Bowl,Japan,,,,,1,
Gefen,Shrimp,Pack,USA,,,,,1,
Samyang,Shrimp,Bowl,South Korea,,,,,1,
Paldo,Shrimp,Pack,South Korea,,,,,1,
Vina Acecook,Shrimp,Pack,Vietnam,,,,,1,
Paldo,Shrimp,Tray,South Korea,,,,,1,
Ve Wong,Shrimp,Pack,Taiwan,,,,,1,
Nissin,other,Pack,USA,,,,,1,
Bamee,other,Pack,Thailand,,,,,1,
MAMA,other,Pack,Myanmar,,,,,1,
Nissin,other,Pack,Hong Kong,,,,,1,
MAMA,Soba,Pack,Thailand,,,,,1,
Nissin,Soba,Cup,Japan,,,,,1,
Love Cook,Soba,Pack,Taiwan,,,,,1,
Myojo,Soba,Pack,Singapore,,,,,1,
Mama,Soba,Pack,Myanmar,,,,,1,
Thai Smile,Soba,Bowl,USA,,,,,1,
Ottogi,Soba,Pack,South Korea,,,,,1,
Emart,Soba,Cup,South Korea,,,,,1,
Vina Acecook,Soba,Pack,Vietnam,,,,,1,
Nongshim,Soba,Pack,South Korea,,,,,1,
Mi E-Zee,Soba,Pack,Malaysia,,,,,1,
Nissin,Soba,Bowl,Japan,,,,,1,
Nongshim,Soba,Pack,South Korea,,,,,1,
Mama,Soba,Cup,Thailand,,,,,1,
Ko-Lee,Soba,Pack,UK,,,,,1,
Doll,Soba,Cup,Hong Kong,,,,,1,
Paldo,Soba,Bowl,South Korea,,,,,1,
en Wonder,Soba,Cup,UK,,,,,1,
n Thai Foods,Soba,Pack,Nepal,,,,,1,
Mama,Soba,Pack,Thailand,,,,,1,
HoMyeonDang,Soba,Pack,South Korea,,,,,1,
FMF,Soba,Pack,Fiji,,,,,1,
Vina Acecook,Soba,Pack,Vietnam,,,,,1,
Unif / Tung-I,Soba,Pack,Vietnam,,,,,1,
JML,Soba,Bowl,China,,,,,1,
Paldo,Soba,Bowl,South Korea,,,,,1,
Nongshim,Soba,Pack,South Korea,,,,,1,
Master Kong,Soba,Pack,China,,,,,1,
Batchelors,Soba,Pack,UK,,,,,1,
Ottogi,Soba,Cup,South Korea,,,,,1,
Ve Wong,Soba,Bowl,Taiwan,,,,,1,
Mama,Soba,Cup,Thailand,,,,,1,
Nissin,Soba,Tray,USA,,,,,1,
Myojo,Soba,Pack,Japan,,,,,1,
Myojo,Spicy,Pack,Singapore,,,,,1,
Daikoku,Somen,Cup,Japan,,,,,1,
Six Fortune,other,Pack,South Korea,,,,,1,
Samyang,other,Cup,South Korea,,,,,1,
Vina Acecook,other,Pack,Vietnam,,,,,1,
Dragonfly,Sour  ,Pack,China,,,,,1,
Nissin,Sour  ,Cup,Hong Kong,,,,,1,
Ottogi,Sour  ,Pack,South Korea,,,,,1,
Kamfen,Soy Source,Bowl,Hong Kong,,,,,1,
Mama Pat's,Soy Source,Pack,USA,,,,,1,
Nissin,Soy Source,Cup,Japan,,,,,1,
Xiao Ban Mian,Soy Source,Pack,Taiwan,,,,,1,
MAMA,Soy Source,Pack,Thailand,,,,,1,
Happy Family,Soy Source,Pack,Singapore,,,,,1,
Itomen,Soy Source,Pack,Japan,,,,,1,
Mama,Soy Source,Pack,Cambodia,,,,,1,
Nissin,Soy Source,Cup,Thailand,,,,,1,
Maggi,Soy Source,Pack,Malaysia,,,,,1,
Mama,Soy Source,Cup,Thailand,,,,,1,
Mamee,Soy Source,Pack,Malaysia,,,,,1,
Wu-Mu,Soy Source,Pack,Taiwan,,,,,1,
Nissin,Soy Source,Pack,Japan,,,,,1,
Samyang Foods,Soy Source,Pack,South Korea,,,,,1,
Nissin,Soy Source,Cup,USA,,,,,1,
Nissin,Soy Source,Tray,USA,,,,,1,
Tasty Bite,Soy Source,Pack,USA,,,,,1,
A-Sha Dry ,Soy Source,Pack,Taiwan,,,,,1,
Samyang Foods,Soy Source,Pack,South Korea,,,,,1,
Sapporo Ichiban,Soy Source,Cup,USA,,,,,1,
Maruchan,Soy Source,Cup,USA,,,,,1,
Indomie,Soy Source,Pack,Indonesia,,,,,1,
Vina Acecook,Soy Source,Bowl,Vietnam,,,,,1,
Long Kow,Soy Source,Bowl,China,,,,,1,
Nissin,Soy Source,Pack,USA,,,,,1,
JML,Soy Source,Bowl,China,,,,,1,
Ottogi,Soy Source,Pack,South Korea,,,,,1,
Nissin,Soy Source,Pack,USA,,,,,1,
Haioreum,Soy Source,Bowl,South Korea,,,,,1,
Batchelors,Soy Source,Pack,UK,,,,,1,
Unox,Soy Source,Pack,Holland,,,,,1,
Snapdragon,Soy Source,Cup,Singapore,,,,,1,
Paldo,Soy Source,Pack,South Korea,,,,,1,
Yamachan,Spaghetti,Pack,USA,,,,,1,
Ve Wong,Spaghetti,Pack,Taiwan,,,,,1,
Sapporo Ichiban,Spaghetti  ,Bowl,Japan,,,,,1,
Mi E-Zee,other,Pack,Malaysia,,,,,1,
Goku Uma,other,Bowl,Japan,,,,,1,
Ruski,other,Pack,Malaysia,,,,,1,
Paldo,other,Pack,South Korea,,,,,1,
Lele,Spicy,Pack,Ghana,,,,,1,
Indomie,Spicy,Pack,Indonesia,,,,,1,
Samyang Foods,Spicy,Cup,South Korea,,,,,1,
Acecook,Spicy,Bowl,Japan,,,,,1,
E-Zee,Spicy,Pack,Malaysia,,,,,1,
Ottogi,Spicy,Pack,South Korea,,,,,1,
Acecook,Spicy,Cup,Japan,,,,,1,
Shio,Spicy,Bowl,Thailand,,,,,1,
Dream Kitchen,Spicy,Bowl,USA,,,,,1,
Ve Wong,Spicy,Pack,Taiwan,,,,,1,
Nissin,Spicy,Cup,Mexico,,,,,1,
Nissin,Spicy,Pack,Mexico,,,,,1,
Nissin,Spicy,Cup,USA,,,,,1,
JML,Spicy,Pack,China,,,,,1,
Samyang Foods,Spicy,Pack,South Korea,,,,,1,
Acecook,Spicy,Pack,Vietnam,,,,,1,
Morre,Spicy,Pack,Pakistan,,,,,1,
Maruchan,Spicy,Pack,USA,,,,,1,
Nissin,Spicy,Bowl,Japan,,,,,1,
Jingqi,Spicy,Pack,Taiwan,,,,,1,
Nissin,Spicy,Pack,Hong Kong,,,,,1,
Oni Hot Pot,Spicy,Pack,Taiwan,,,,,1,
Nissin,Spicy,Cup,Mexico,,,,,1,
Maruchan,Spicy,Pack,Mexico,,,,,1,
Nissin,Spicy,Cup,Japan,,,,,1,
Tokushima Seifun,Spicy,Pack,Japan,,,,,1,
Marutai,Spicy,Bowl,Japan,,,,,1,
Ottogi,Spicy,Pack,South Korea,,,,,1,
Fujiwara,Spicy,Pack,Japan,,,,,1,
Vit's,Spicy,Pack,Malaysia,,,,,1,
Mama,Spicy,Pack,Thailand,,,,,1,
Unox,Spicy,Pack,Netherlands,,,,,1,
Master Kong,Spicy,Pack,China,,,,,1,
Mi E-Zee,Spicy,Pack,Malaysia,,,,,1,
J.J.,Spicy,Pack,Malaysia,,,,,1,
Maggi,Spicy,Pack,India,,,,,1,
Pama,Spicy,Cup,Malaysia,,,,,1,
Nissin,Spicy,Bowl,Japan,,,,,1,
Master Kong,Spicy,Pack,China,,,,,1,
Nissin,Spicy,Cup,USA,,,,,1,
Lotus Foods,Spicy,Pack,USA,,,,,1,
Maruchan,Spicy,Pack,Japan,,,,,1,
Sau Tao,Spicy,Bowl,Hong Kong,,,,,1,
ABC,Spicy,Cup,Indonesia,,,,,1,
Mi,Spicy,Pack,Indonesia,,,,,1,
Saji,Spicy,Pack,Malaysia,,,,,1,
Nissin,Spicy,Pack,Colombia,,,,,1,
Kamfen,Spicy,Pack,Hong Kong,,,,,1,
Tropicana Slim,Spicy,Pack,Indonesia,,,,,1,
Amianda,Spicy,Pack,Taiwan,,,,,1,
Star Anise Foods,Spicy,Pack,USA,,,,,1,
Unox,Spicy,Pack,Holland,,,,,1,
Wheat,Spicy,Bowl,China,,,,,1,
Ottogi,Spicy,Bowl,South Korea,,,,,1,
Amino,Spicy,Pack,Poland,,,,,1,
Paldo,Spicy,Pack,South Korea,,,,,1,
Nissin,Spicy,Pack,Japan,,,,,1,
Indomie,Spicy,Pack,Indonesia,,,,,1,
Yamachan,Spicy,Pack,USA,,,,,1,
Nongshim,Spicy,Bowl,USA,,,,,1,
Unif / Tung-I,Spicy,Pack,Taiwan,,,,,1,
Tradition,Spicy,Cup,USA,,,,,1,
Wheat,Spicy,Cup,China,,,,,1,
Nissin,Spicy,Pack,USA,,,,,1,
Vina Acecook,Spicy,Pack,Vietnam,,,,,1,
Kim's Bowl,Spicy,Bowl,Thailand,,,,,1,
Mi,Spicy,Pack,Indonesia,,,,,1,
Master Kong,Spicy,Bowl,China,,,,,1,
Sarimi,Spicy,Pack,Indonesia,,,,,1,
Kailo,Spicy,Pack,Hong Kong,,,,,1,
Daikoku,Spicy,Bowl,Japan,,,,,1,
Nissin,Spicy,Pack,USA,,,,,1,
Daikoku,Spicy,Bowl,Japan,,,,,1,
Mr. ,Spicy,Pack,South Korea,,,,,1,
Paldo,Spicy,Cup,South Korea,,,,,1,
Pot ,Spicy,Cup,UK,,,,,1,
Mee Jang,Spicy,Bowl,Thailand,,,,,1,
Vifon,Spicy,Pack,Vietnam,,,,,1,
Gomex,Spicy,Pack,Vietnam,,,,,1,
Nongshim,Spicy,Bowl,South Korea,,,,,1,
Maruchan,Spicy,Tray,USA,,,,,1,
Myojo,Spicy,Tray,Japan,,,,,1,
Ve Wong,Spicy,Pack,Taiwan,,,,,1,
Vina Acecook,Spicy,Pack,Vietnam,,,,,1,
Nissin,Spicy,Cup,USA,,,,,1,
Wu Mu,Spicy,Pack,Taiwan,,,,,1,
Koka,Spicy,Bowl,Singapore,,,,,1,
Nongshim,Spicy,Bowl,USA,,,,,1,
Nissin,Spicy,Pack,Japan,,,,,1,
Nissin,Spicy,Pack,Japan,,,,,1,
Yamachan,other,Pack,USA,,,,,1,
Mama,other,Pack,Thailand,,,,,1,
A-Sha Dry ,Stir  ,Pack,Taiwan,,,,,1,
Rhee Bros Assi,Stir  ,Tray,South Korea,,,,,1,
Samyang Foods,Stir  ,Pack,South Korea,,,,,1,
Lucky Me!,Sukiyaki,Bowl,Philippines,,,,,1,
Nongshim,Sura,Bowl,USA,,,,,1,
Paldo,Sura,Pack,South Korea,,,,,1,
Amianda,other,Pack,Taiwan,,,,,1,
Deshome,other,Pack,Taiwan,,,,,1,
Amianda,other,Pack,Taiwan,,,,,1,
Wai Wai,Tarako,Pack,Thailand,,,,,1,
Indomie,Tempura ,Pack,Indonesia,,,,,1,
Myojo,other,Pack,USA,,,,,1,
Sun ,Tofu  ,Tray,USA,,,,,1,
KOKA,Tom Yam,Pack,Singapore,,,,,1,
Nissin,Tom Yam,Cup,Hong Kong,,,,,1,
Maruchan,XO,Bowl,Japan,,,,,1,
Samyang Foods, other,Pack,South Korea,,,,,,1
Indomie, other,Pack,Indonesia,,,,,,1
Indomie, other,Pack,Indonesia,,,,,,1
Myojo, other,Bowl,Japan,,,,,,1
Nissin, other,Pack,Hong Kong,,,,,,1
MyKuali, other,Pack,Malaysia,,,,,,1
Nissin, other,Bowl,Japan,,,,,,1
 Bihun, other,Pack,Indonesia,,,,,,1
Thai , other,Pack,Hungary,,,,,,1
Takamori Kosan,Spicy,Pack,Japan,,,,,,1
Takamori Kosan,Spicy,Pack,Japan,,,,,,1
Mamee,Spicy,Cup,Malaysia,,,,,,1
Mamee,Spicy,Pack,Malaysia,,,,,,1
Prima ,Spicy,Pack,Singapore,,,,,,1
GS25,Spicy,Pack,South Korea,,,,,,1
Deshome,Spicy,Pack,Taiwan,,,,,,1
Song Hak,Spicy,Bowl,South Korea,,,,,,1
Indomie,Spicy,Pack,Indonesia,,,,,,1
Nissin,Spicy,Bowl,Japan,,,,,,1
Foodmon,Spicy,Bowl,South Korea,,,,,,1
Sanyo Foods,Spicy,Bowl,Japan,,,,,,1
Koka,Spicy,Pack,Singapore,,,,,,1
Nongshim,Spicy,Bowl,USA,,,,,,1
Higashi,Spicy,Pack,Japan,,,,,,1
Nongshim,other,Pack,South Korea,,,,,,1
Nissin,Tempura ,Pack,Hong Kong,,,,,,1
Nissin,Teriyaki ,Pack,Hong Kong,,,,,,1
Kimura,other,Pack,Japan,,,,,,1
Nissin,other,Bowl,Japan,,,,,,1
Nissin,other,Bowl,Hong Kong,,,,,,1
Prima ,Tofu  ,Pack,Singapore,,,,,,1
Uncle Sun,Tom Yam,Pack,Malaysia,,,,,,1
Nissin,Tom Yam,Cup,Japan,,,,,,1
Nissin,Tom Yam,Pack,Singapore,,,,,,1
Nissin,Tom Yam,Pack,Hong Kong,,,,,,1
Takamori,Tom Yum,Pack,Japan,,,,,,1
Ogasawara,Tom Yum,Pack,Japan,,,,,,1
KOKA,Tom Yum,Bowl,Singapore,,,,,,1
Jingqi,Tom Yum,Pack,Taiwan,,,,,,1
Nissin,Tom Yum,Cup,Japan,,,,,,1
MyKuali,Tom Yum,Bowl,Malaysia,,,,,,1
The Kitchen Food,Tom Yum,Pack,Sarawak,,,,,,1
Mama,Tom Yum,Cup,Thailand,,,,,,1
Mama,Tom Yum,Pack,Thailand,,,,,,1
MyOri,Tom Yum,Pack,Malaysia,,,,,,1
Mamee,Tom Yum,Pack,Malaysia,,,,,,1
Sapporo Ichiban,Tom Yum,Tray,Japan,,,,,,1
Acecook,Tom Yum,Bowl,Japan,,,,,,1
Prima ,Tom Yum,Pack,Singapore,,,,,,1
Dongwon,Tom Yum,Bowl,South Korea,,,,,,1
 Bihun,Tom Yum,Pack,Indonesia,,,,,,1
Indomie,Tom Yum,Pack,Indonesia,,,,,,1
Nissin,Tom Yum,Cup,Hong Kong,,,,,,1
Nissin,Tom Yum,Pack,Japan,,,,,,1
Nissin,Tom Yum,Pack,USA,,,,,,1
Samyang Foods,Tomato,Pack,South Korea,,,,,,1
JML,Tomato,Pack,China,,,,,,1
Sau Tao,Tomato,Pack,Hong Kong,,,,,,1
MAMA,Tonkotsu,Pack,Myanmar,,,,,,1
Yamamori,other,Pack,Japan,,,,,,1
Uni-President,Veagan,Pack,Taiwan,,,,,,1
Nissin,Veagan,Cup,Japan,,,,,,1
Sapporo Ichiban,Veagan,Pack,USA,,,,,,1
A-Sha Dry ,Veagan,Pack,Taiwan,,,,,,1
Sakurai Foods,Veagan,Pack,Japan,,,,,,1
Paldo,Veagan,Bowl,South Korea,,,,,,1
Chikara,Veagan,Pack,USA,,,,,,1
Nissin,Vegetable,Pack,Singapore,,,,,,1
Nissin,Vegetable,Pack,Singapore,,,,,,1
Nissin,Vegetable,Cup,Germany,,,,,,1
Master Kong,Vegetable,Pack,China,,,,,,1
MyKuali,Vegetable,Box,Japan,,,,,,1
Dream Kitchen,Vegetable,Cup,USA,,,,,,1
Nissin,Vegetable,Cup,Japan,,,,,,1
Myojo,Vegetable,Bowl,Japan,,,,,,1
Mamee,Vegetable,Cup,Malaysia,,,,,,1
JML,Vermicelli,Bowl,China,,,,,,1
